Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Tank_10_Crab_1	61.95808554199005	45.0	99.09254559286065	18.181818181818183	73851091.0
Tank_10_Crab_2	70.78896451738882	47.0	98.18295554970882	18.181818181818183	61629855.0
Tank_10_Crab_3	59.54015387264502	46.0	98.71073512257915	18.181818181818183	69539355.0
Tank_11_Crab_1	55.80588990150544	45.0	99.11852431122554	18.181818181818183	55420900.0
Tank_11_Crab_2	57.985825386385756	46.0	99.20740295170616	27.27272727272727	64087680.0
Tank_11_Crab_3	61.60541458283017	45.0	99.20887968282213	18.181818181818183	83474423.0
Tank_13_Crab_1	60.76691097688372	45.0	99.1987057752772	18.181818181818183	81224534.0
Tank_13_Crab_2	58.584340992063076	44.0	99.10532312890432	18.181818181818183	78575685.0
Tank_13_Crab_3	59.929583895547786	45.0	98.9766957528722	18.181818181818183	71763228.0
Tank_15_Crab_1	55.637703773815005	45.0	99.20574597025471	18.181818181818183	53356350.0
Tank_15_Crab_2	57.11209587506416	45.0	99.07159558411416	18.181818181818183	51565373.0
Tank_15_Crab_3	58.576467261459065	45.0	99.19304611316028	18.181818181818183	70444402.0
Tank_16_Crab_1	58.272853064741284	45.0	99.06815676800355	18.181818181818183	69448789.0
Tank_16_Crab_2	55.406271901884836	45.0	99.23721290967494	18.181818181818183	56053526.0
Tank_16_Crab_4	55.28479379662713	46.0	99.00868490931477	18.181818181818183	54135050.0
Tank_18_Crab_1	58.14345760594371	45.0	99.24551372150758	18.181818181818183	55891927.0
Tank_18_Crab_2	53.3033159362933	45.0	98.91947231028372	18.181818181818183	34115048.0
Tank_18_Crab_3	60.53783692491289	45.0	99.12227242012743	18.181818181818183	73204914.0
Tank_1_Crab_1	60.585431067391795	48.0	98.6344634520934	18.181818181818183	53825641.0
Tank_1_Crab_2	57.19849770688125	49.0	98.94650028400969	18.181818181818183	47273036.0
Tank_1_Crab_3	58.060347163003115	49.0	98.73575644710746	27.27272727272727	52362901.0
Tank_20_Crab_1	56.61729263010538	45.0	99.05054242506425	18.181818181818183	60438671.0
Tank_20_Crab_2	59.51731565848783	45.0	99.19125450531021	18.181818181818183	79031184.0
Tank_20_Crab_3	54.23679588455893	46.0	99.07262450363223	18.181818181818183	51765297.0
Tank_2_Crab_1	59.35572864585797	48.0	98.55437674057441	18.181818181818183	55070182.0
Tank_2_Crab_2	64.9074397521148	49.0	98.51602246753417	18.181818181818183	65033928.0
Tank_2_Crab_3	60.310194475099664	48.0	98.29324766484832	18.181818181818183	49344011.0
Tank_3_Crab_1	58.85082696103816	49.0	98.30280038251249	18.181818181818183	49655895.0
Tank_3_Crab_2	67.43270819349459	48.0	98.06583782275422	18.181818181818183	55073176.0
Tank_3_Crab_3	56.77916654406631	45.0	99.03395261666881	18.181818181818183	64933552.0
Tank_4_Crab_1	55.21643711713827	45.0	98.95976513925709	18.181818181818183	62472765.0
Tank_4_Crab_2	55.34379155430539	44.0	99.04357860637847	18.181818181818183	62809076.0
Tank_4_Crab_3	56.46600536709226	45.0	99.00878963651157	18.181818181818183	67179001.0
Tank_5_Crab_1	57.559319380950534	45.0	99.04473254912911	18.181818181818183	68213014.0
Tank_5_Crab_2	58.02481211140212	45.0	99.37359492445877	18.181818181818183	60219627.0
Tank_5_Crab_3	57.155560559557536	45.0	98.943311946698	18.181818181818183	61780795.0
Tank_7_Crab_1	55.30756998569295	45.0	98.79991571483897	27.27272727272727	52284411.0
Tank_7_Crab_3	61.48980047112823	46.0	99.01428022066159	27.27272727272727	55321274.0
Tank_7_Crab_4	61.128946325597944	47.0	99.08256609070105	27.27272727272727	60605122.0
Tank_9_Crab_1	60.30561483550987	45.0	99.11504910192247	18.181818181818183	80792356.0
Tank_9_Crab_2	56.119906352160974	45.0	99.08582002358858	18.181818181818183	51279909.0
Tank_9_Crab_3	60.89640674332728	45.0	99.1450169249632	18.181818181818183	74141077.0
Tank_9_Crab_4	57.63704704533134	46.0	99.01056476631034	18.181818181818183	56207301.0
