"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
230 0.3377937830264 2 9 "GO:0000109;GO:1990391" "nucleotide-excision repair complex" 0.764712767694625
-44 0.622475993666856 2 65 "GO:0000118" "histone deacetylase complex" 0.876769674690066
57 0.647263842108135 4 34 "GO:0000123;GO:0031248;GO:1902493" "histone acetyltransferase complex" 0.876769674690066
44 0.882168453641634 2 6 "GO:0000124;GO:0070461" "SAGA complex" 0.963161005119242
196 0.413804284011604 3 9 "GO:0000127;GO:0090576" "RNA polymerase III transcription regulator complex" 0.786609767317183
93 0.0317502490610186 2 317 "GO:0000139" "Golgi membrane" 0.210324155857375
364 1.78133499346889e-05 3 74 "GO:0000151" "ubiquitin ligase complex" 0.00165664154392607
-38 0.777654241296974 3 29 "GO:0000159;GO:0005963;GO:0008287;GO:1903293" "protein serine/threonine phosphatase complex" 0.88197371269047
120 0.658067139732414 2 7 "GO:0000164" "protein phosphatase type 1 complex" 0.876769674690066
-127 0.665636068986176 3 6 "GO:0000176" "nuclear exosome (RNase complex)" 0.876769674690066
66 0.770453886311306 3 10 "GO:0000178;GO:1905354" "exoribonuclease complex" 0.88197371269047
-187 0.410591032313909 5 10 "GO:0000220;GO:0033179;GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.786609767317183
160 0.505916654428744 2 9 "GO:0000221;GO:0033180" "proton-transporting V-type ATPase, V1 domain" 0.854301979852138
961 0.00280728452917339 2 5 "GO:0000242" "pericentriolar material" 0.0372967801733036
303 0.206751117977254 3 9 "GO:0000243;GO:0005684;GO:0005681" "spliceosomal complex" 0.600870436621394
499 0.0374616955967937 4 9 "GO:0000307;GO:1902554;GO:1902911;GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.217746105656363
-692 0.0313152365654491 2 5 "GO:0000325" "plant-type vacuole" 0.210324155857375
356 0.162032883780057 2 8 "GO:0000407" "phagophore assembly site" 0.538180649698047
190 0.381831217957505 3 11 "GO:0000421" "autophagosome membrane" 0.786609767317183
-225 0.0182886834059466 4 58 "GO:0000502;GO:1905369;GO:1905368" "peptidase complex" 0.141737296396086
0 0.998865546905804 3 35 "GO:0000776" "kinetochore" 0.998865546905804
-89 0.726895123909267 3 8 "GO:0000781" "chromosome, telomeric region" 0.88197371269047
104 0.135211915805358 2 112 "GO:0000785" "chromatin" 0.469570953543438
-564 0.000340173336649031 2 21 "GO:0000786;GO:0032993;GO:0044815" "nucleosome" 0.01054537343612
-154 0.406799157084051 3 15 "GO:0000791" "euchromatin" 0.786609767317183
-61 0.834812500482832 3 6 "GO:0000792" "heterochromatin" 0.935392319818113
-11 0.90102158543413 7 64 "GO:0000794;GO:0000228;GO:0000793;GO:0005694" "chromosome" 0.963161005119242
134 0.577279698795492 2 9 "GO:0000835;GO:0000153;GO:0000836" "ER ubiquitin ligase complex" 0.854301979852138
-50 0.877670938795682 2 5 "GO:0000839" "Hrd1p ubiquitin ligase ERAD-L complex" 0.963161005119242
154 0.259555771726878 2 28 "GO:0000922" "spindle pole" 0.652396939745937
200 0.204860264348001 4 21 "GO:0000932;GO:0036464;GO:0035770" "cytoplasmic ribonucleoprotein granule" 0.600870436621394
-190 0.553844462258692 2 5 "GO:0000974" "Prp19 complex" 0.854301979852138
533 0.00768637890867628 5 13 "GO:0001518;GO:0034706;GO:0098797;GO:0034703;GO:0034702" "plasma membrane protein complex" 0.0794259153896549
-301 0.268072578797695 4 7 "GO:0001527" "microfibril" 0.656072363899622
233 0.359067755805744 2 8 "GO:0001533" "cornified envelope" 0.764712767694625
-46 0.768466012303113 2 21 "GO:0001650" "fibrillar center" 0.88197371269047
-483 0.0339232509447379 4 10 "GO:0001669;GO:0030141;GO:0099503" "acrosomal vesicle" 0.210324155857375
-190 0.251097370235758 2 19 "GO:0001725;GO:0042641;GO:0097517;GO:0032432" "stress fiber" 0.652396939745937
-228 0.438531974067993 2 6 "GO:0001917" "photoreceptor inner segment" 0.815669471766467
19 0.949867663341604 5 6 "GO:0002102" "podosome" 0.974367367160612
589 0.00460784384271727 3 12 "GO:0002116;GO:0043235" "semaphorin receptor complex" 0.0535661846715883
-963 0.00274496020616842 2 5 "GO:0002199" "zona pellucida receptor complex" 0.0372967801733036
-257 0.000919147830758579 2 89 "GO:0005576" "extracellular region" 0.0170961496521096
37 0.750296757460801 2 38 "GO:0005615" "extracellular space" 0.88197371269047
-228 0.192824426692784 3 17 "GO:0005635;GO:0031967;GO:0031975" "organelle envelope" 0.59775572274763
-3 0.963890298696519 2 97 "GO:0005654" "nucleoplasm" 0.974367367160612
79 0.691534424076719 2 13 "GO:0005667" "transcription regulator complex" 0.879875500899492
-133 0.346465816812993 5 26 "GO:0005730" "nucleolus" 0.764712767694625
-27 0.553920501822928 2 269 "GO:0005737" "cytoplasm" 0.854301979852138
-243 0.000475084029711749 2 112 "GO:0005739" "mitochondrion" 0.0110457036907982
452 0.123569886051278 3 6 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.469570953543438
142 0.576995532603175 3 8 "GO:0005747;GO:0045271;GO:0030964;GO:0098803;GO:1990204" "respiratory chain complex" 0.854301979852138
-363 0.258822096633682 5 5 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.652396939745937
-125 0.669361794655857 2 6 "GO:0005759" "mitochondrial matrix" 0.876769674690066
-94 0.504930505775749 3 26 "GO:0005764;GO:0000323;GO:0005773" "vacuole" 0.854301979852138
99 0.561205310463882 4 18 "GO:0005765;GO:0098852" "lysosomal membrane" 0.854301979852138
-188 0.0753816561517168 7 47 "GO:0005768;GO:0031410;GO:0097708;GO:0031982" "cytoplasmic vesicle" 0.34695162595244
403 0.0435982980578024 2 13 "GO:0005769" "early endosome" 0.23850833643386
129 0.305793028494968 2 33 "GO:0005774" "vacuolar membrane" 0.729198760257231
-543 0.00905211990392326 5 12 "GO:0005777;GO:0042579" "microbody" 0.0841847151064863
4 0.958008523342796 2 74 "GO:0005783" "endoplasmic reticulum" 0.974367367160612
-151 0.529990335184386 2 9 "GO:0005788" "endoplasmic reticulum lumen" 0.854301979852138
179 0.0783439155376478 2 51 "GO:0005789" "endoplasmic reticulum membrane" 0.34695162595244
95 0.512252584586319 5 25 "GO:0005794" "Golgi apparatus" 0.854301979852138
173 0.590719568955411 5 5 "GO:0005797" "Golgi medial cisterna" 0.854301979852138
-143 0.574641196330856 2 8 "GO:0005813;GO:0005815" "centrosome" 0.854301979852138
7 0.931412661385879 2 93 "GO:0005829" "cytosol" 0.974367367160612
52 0.361799589016812 2 168 "GO:0005886" "plasma membrane" 0.764712767694625
397 0.0469263039531766 4 13 "GO:0005887;GO:0031226" "integral component of plasma membrane" 0.242452570424746
295 0.314568111773238 2 6 "GO:0005929" "cilium" 0.731370859872778
150 0.110311507262062 2 60 "GO:0016021;GO:0031224" "integral component of membrane" 0.466316826153262
-208 0.414450307511204 3 8 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 0.786609767317183
88 0.48247752064285 3 33 "GO:0031966;GO:0005743;GO:0019866" "mitochondrial membrane" 0.854301979852138
220 0.236015461068076 4 15 "GO:0031985;GO:0098791;GO:0031984" "Golgi apparatus subcompartment" 0.645571702333267
