"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0527736553903126 2 47 "GO:0000030" "mannosyltransferase activity" 1
0 0.850440422950562 5 79 "GO:0000049" "tRNA binding" 1
0 0.0207992007793113 2 29 "GO:0000062;GO:0120227;GO:1901567;GO:1901681" "fatty-acyl-CoA binding" 0.841071428571429
0 0.0125278329204884 2 75 "GO:0000146" "microfilament motor activity" 0.645238095238095
0 0.0408663018332989 3 35 "GO:0000149" "SNARE binding" 0.935714285714286
0 0.00215002346584774 3 401 "GO:0000166;GO:0036094;GO:1901265" "small molecule binding" 0.277777777777778
0 0.131833208761585 3 24 "GO:0000175;GO:0008408;GO:0016896;GO:0004527;GO:0004532;GO:0016796;GO:0004540" "ribonuclease activity" 1
0 0.928952999469971 2 123 "GO:0000287" "magnesium ion binding" 1
0 0.187659222529978 2 13 "GO:0000339" "RNA cap binding" 1
0 0.055897796395478 4 6 "GO:0000340" "RNA 7-methylguanosine cap binding" 1
0 0.132619391888269 3 4 "GO:0000822;GO:0043178" "alcohol binding" 1
0 2.29111785998557e-10 5 595 "GO:0000978;GO:0000977;GO:0000987;GO:0000976;GO:0001067;GO:1990837;GO:0003690;GO:0043565" "double-stranded DNA binding" 0
0 0.00439499134839783 3 67 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 0.379166666666667
0 0.0433337883630806 2 11 "GO:0001046" "core promoter sequence-specific DNA binding" 0.949019607843137
0 0.242089400133708 2 14 "GO:0001540" "amyloid-beta binding" 1
0 0.0373765851325183 3 8 "GO:0001618;GO:0140272" "virus receptor activity" 0.995238095238095
0 0.155583484159453 3 12 "GO:0001640;GO:0098988" "adenylate cyclase inhibiting G protein-coupled glutamate receptor activity" 1
0 0.0299689949937806 4 28 "GO:0001664" "G protein-coupled receptor binding" 0.911842105263158
0 0.363170657861089 5 5 "GO:0001784;GO:0045309;GO:0051219" "phosphotyrosine residue binding" 1
0 0.156346669648744 2 14 "GO:0002039" "p53 binding" 1
0 0.000775140979427792 3 5 "GO:0002058;GO:0002061;GO:0002054" "uracil binding" 0.116666666666667
0 0.104111272008949 2 5104 "GO:0003676;GO:0097159;GO:1901363;GO:0005488" "binding" 1
0 0.00100492413276771 3 2078 "GO:0003677" "DNA binding" 0.1125
0 0.681811982730521 2 30 "GO:0003682" "chromatin binding" 1
0 0.0215656847974122 2 5 "GO:0003684" "damaged DNA binding" 0.844827586206897
