"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0627447142444795 5 24 "GO:0000049" "tRNA binding" 1
0 0.618471422481856 3 170 "GO:0000166;GO:0036094;GO:1901265" "small molecule binding" 1
0 0.0495649632547766 6 8 "GO:0000175;GO:0008408;GO:0016896;GO:0004527;GO:0004532;GO:0016796;GO:0004540" "ribonuclease activity" 1
0 0.410468433315376 2 49 "GO:0000287" "magnesium ion binding" 1
0 0.692385939822618 5 246 "GO:0000976;GO:0001067;GO:1990837;GO:0003690;GO:0043565" "sequence-specific DNA binding" 1
0 0.609819555508975 2 195 "GO:0000978;GO:0000977;GO:0000987" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 1
0 0.0740874175695754 2 25 "GO:0001653" "peptide receptor activity" 1
0 0.145389334026674 3 714 "GO:0003677" "DNA binding" 1
0 0.0844049939691544 2 12 "GO:0003682" "chromatin binding" 1
0 0.704700513690791 2 41 "GO:0003700;GO:0000981" "DNA-binding transcription factor activity" 1
0 0.247234674721807 2 26 "GO:0003712" "transcription coregulator activity" 1
0 0.130463379367947 2 11 "GO:0003713" "transcription coactivator activity" 1
0 2.29138650019983e-05 3 176 "GO:0003723" "RNA binding" 0
0 2.74538887039019e-29 2 26 "GO:0003735" "structural constituent of ribosome" 0
0 7.31365629830536e-06 5 11 "GO:0003746" "translation elongation factor activity" 0
0 0.322759540239233 2 15 "GO:0004364" "glutathione transferase activity" 1
0 0.131377597374367 2 41 "GO:0004518" "nuclease activity" 1
0 0.86684954098212 2 96 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 0.806296379110324 2 67 "GO:0004567;GO:0015923" "mannosidase activity" 1
0 0.324807390535072 3 13 "GO:0004620" "phospholipase activity" 1
0 0.325831371693919 2 124 "GO:0004672;GO:0016301;GO:0016773" "kinase activity" 1
0 0.23661826788726 4 55 "GO:0004674" "protein serine/threonine kinase activity" 1
0 0.13732669487932 5 6 "GO:0004722" "protein serine/threonine phosphatase activity" 1
0 0.508579522009385 4 33 "GO:0004725;GO:0004721" "phosphoprotein phosphatase activity" 1
0 0.0693860278124465 2 6 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 1
0 0.293255877399676 4 21 "GO:0004842;GO:0019787" "ubiquitin-protein transferase activity" 1
0 0.0120394424955352 2 28 "GO:0004857" "enzyme inhibitor activity" 0.544444444444445
0 0.0018525334957918 3 14 "GO:0004867;GO:0004866;GO:0030414;GO:0061135;GO:0061134" "endopeptidase inhibitor activity" 0.1125
0 0.580132343594738 3 147 "GO:0004888;GO:0038023;GO:0060089" "signaling receptor activity" 1
0 0.381922905640244 2 65 "GO:0004930" "G protein-coupled receptor activity" 1
0 0.476751440237364 2 27 "GO:0005085" "guanyl-nucleotide exchange factor activity" 1
0 0.84609768896165 3 66 "GO:0005102" "signaling receptor binding" 1
0 5.67948498039566e-17 1 98 "GO:0005198" "structural molecule activity" 0
0 0.876846835526263 2 88 "GO:0005509" "calcium ion binding" 1
0 0.838072646140238 2 142 "GO:0005515" "protein binding" 1
0 0.234772293796463 3 10 "GO:0005516" "calmodulin binding" 1
0 0.590303197670265 3 152 "GO:0005524;GO:0032559;GO:0035639;GO:0030554;GO:0032555;GO:0043168;GO:0017076;GO:0032553;GO:0097367" "carbohydrate derivative binding" 1
0 0.261607145759357 2 10 "GO:0008081" "phosphoric diester hydrolase activity" 1
