"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0790103264263816 3 11 "GO:0000118" "histone deacetylase complex" 0.729411764705882
0 0.448114391870525 3 149 "GO:0000139" "Golgi membrane" 1
0 0.0152767406669559 2 25 "GO:0000151" "ubiquitin ligase complex" 0.335714285714286
0 0.439867944433021 3 25 "GO:0000228;GO:0005694" "nuclear chromosome" 1
0 0.363735968368016 2 58 "GO:0000785" "chromatin" 1
0 0.168091108044728 3 9 "GO:0000791" "euchromatin" 1
0 0.474195378858383 3 18 "GO:0000794;GO:0000793" "condensed chromosome" 1
0 0.0458706218097625 2 94 "GO:0000943" "retrotransposon nucleocapsid" 0.523333333333333
0 1.76141383926346e-06 3 15 "GO:0001533" "cornified envelope" 0
0 0.188209087421802 2 12 "GO:0001725;GO:0042641;GO:0097517;GO:0032432" "stress fiber" 1
0 0.0420511013861126 2 7 "GO:0002116;GO:0043235" "semaphorin receptor complex" 0.561538461538462
0 0.491892787709785 2 44 "GO:0005615" "extracellular space" 1
0 0.457389548771054 3 143 "GO:0005634" "nucleus" 1
0 0.0154473256702928 2 61 "GO:0005654" "nucleoplasm" 0.3
0 0.271768015554972 2 5 "GO:0005667" "transcription regulator complex" 1
0 0.226413808164811 6 5 "GO:0005777;GO:0042579" "peroxisome" 1
0 0.357859893721789 5 33 "GO:0005783" "endoplasmic reticulum" 1
0 0.0149355207410137 2 33 "GO:0005829" "cytosol" 0.358333333333333
0 0.000339512735778027 2 120 "GO:0005886" "plasma membrane" 0
0 0.0210324843652815 4 6 "GO:0008287;GO:1903293;GO:0000159;GO:0005963" "protein serine/threonine phosphatase complex" 0.355555555555556
0 0.0141294896340148 2 20 "GO:0010339" "external side of cell wall" 0.43
0 0.843749349773697 2 51 "GO:0016021;GO:0031224" "integral component of membrane" 1
0 0.263506581862975 2 5 "GO:0019867" "outer membrane" 1
0 0.0427303225560887 5 15 "GO:0020003;GO:0033655;GO:0065010;GO:0033646;GO:0033643;GO:0018995;GO:0043230" "host intracellular part" 0.525
0 0.125424798440011 3 27 "GO:0031966;GO:0019866;GO:0005743" "mitochondrial membrane" 0.910526315789474
0 0.0344682710195504 1 148 "GO:0032991" "protein-containing complex" 0.509090909090909
0 0.83953599195942 4 65 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 1
0 0.365804535319628 3 9 "GO:0070013;GO:0043233;GO:0031974" "organelle lumen" 1
0 0.104092008683515 2 27 "GO:0098796" "membrane protein complex" 0.827777777777778
0 0.0353284252748085 2 5 "GO:0098797;GO:0034703;GO:0034702" "plasma membrane protein complex" 0.491666666666667
0 0.303915803318617 2 41 "GO:0140513" "nuclear protein-containing complex" 1
0 0.00582022958787001 2 62 "GO:0140535" "intracellular protein-containing complex" 0.175
0 0.00324945776890005 2 86 "GO:1902494" "catalytic complex" 0.166666666666667
0 0.0464907809431348 3 7 "GO:1902495;GO:1990351" "transmembrane transporter complex" 0.49375
0 0.0236638713727157 2 41 "GO:1990234" "transferase complex" 0.38
0 1 4 12 "GO:0000123;GO:0031248;GO:1902493" "acetyltransferase complex" 1
0 1 3 5 "GO:0000124;GO:0070461" "SAGA complex" 1
0 1 2 7 "GO:0000145" "exocyst" 1
0 1 2 18 "GO:0000502;GO:1905369" "proteasome complex" 1
0 1 3 5 "GO:0000775" "chromosome, centromeric region" 1
0 1 2 11 "GO:0000776" "kinetochore" 1
0 1 2 15 "GO:0000922" "spindle pole" 1
0 1 3 11 "GO:0000932;GO:0036464;GO:0035770" "cytoplasmic ribonucleoprotein granule" 1
0 1 2 9 "GO:0001650" "fibrillar center" 1
0 1 2 8 "GO:0001726" "ruffle" 1
0 1 5 7 "GO:0005730" "nucleolus" 1
0 1 3 57 "GO:0005739" "mitochondrion" 1
0 1 6 5 "GO:0005764;GO:0000323" "lytic vacuole" 1
0 1 2 9 "GO:0005765;GO:0098852" "lysosomal membrane" 1
0 1 5 20 "GO:0005768;GO:0031410;GO:0097708;GO:0031982" "intracellular vesicle" 1
0 1 3 7 "GO:0005773" "vacuole" 1
0 1 3 14 "GO:0005774" "vacuolar membrane" 1
0 1 5 5 "GO:0005788" "endoplasmic reticulum lumen" 1
0 1 4 29 "GO:0005789" "endoplasmic reticulum membrane" 1
0 1 5 20 "GO:0005794" "Golgi apparatus" 1
0 1 2 6 "GO:0005802" "trans-Golgi network" 1
0 1 2 6 "GO:0005811" "lipid droplet" 1
0 1 4 16 "GO:0005887;GO:0031226" "integral component of plasma membrane" 1
0 1 2 5 "GO:0031985" "Golgi cisterna" 1
0 1 2 5 "GO:0032993" "protein-DNA complex" 1
0 1 2 7 "GO:0098687" "chromosomal region" 1
0 1 2 11 "GO:0098791;GO:0031984" "Golgi apparatus subcompartment" 1
0 1 2 8 "GO:0098800;GO:0098798" "mitochondrial protein-containing complex" 1
0 1 2 10 "GO:0099023" "vesicle tethering complex" 1
0 1 2 28 "GO:0099080" "supramolecular complex" 1
0 1 3 6 "GO:0099513;GO:0099512;GO:0099081" "supramolecular polymer" 1
0 1 2 15 "GO:0120025;GO:0042995" "plasma membrane bounded cell projection" 1
0 1 2 7 "GO:0140534" "endoplasmic reticulum protein-containing complex" 1
0 1 3 25 "GO:1905368" "peptidase complex" 1
