name	term	lev	seq	value
"lymphangiogenesis"	GO:0001946	2	g47461	0
"lymphangiogenesis"	GO:0001946	2	g47445	0
"lymphangiogenesis"	GO:0001946	2	g34730	0
"DNA metabolic process"	GO:0006259	3	g158777	0
"DNA metabolic process"	GO:0006259	3	g75082	0
"DNA metabolic process"	GO:0006259	3	g27554	0
"DNA metabolic process"	GO:0006259	3	g27914	0
"DNA metabolic process"	GO:0006259	3	g152406	0
"DNA metabolic process"	GO:0006259	3	g63757	0
"DNA metabolic process"	GO:0006259	3	g50877	0
"DNA metabolic process"	GO:0006259	3	g93039	0
"DNA metabolic process"	GO:0006259	3	g1982	0
"DNA metabolic process"	GO:0006259	3	g96310	0
"DNA metabolic process"	GO:0006259	3	g269	0
"DNA metabolic process"	GO:0006259	3	g86521	0
"DNA metabolic process"	GO:0006259	3	g19192	0
"DNA metabolic process"	GO:0006259	3	g46592	0
"DNA metabolic process"	GO:0006259	3	g19273	0
"DNA metabolic process"	GO:0006259	3	g66614	0
"DNA metabolic process"	GO:0006259	3	g50981	0
"DNA metabolic process"	GO:0006259	3	g39171	0
"DNA metabolic process"	GO:0006259	3	g99218	0
"DNA metabolic process"	GO:0006259	3	g27559	0
"DNA metabolic process"	GO:0006259	3	g54624	0
"DNA metabolic process"	GO:0006259	3	g54626	0
"DNA metabolic process"	GO:0006259	3	g117607	0
"DNA metabolic process"	GO:0006259	3	g149722	0
"DNA metabolic process"	GO:0006259	3	g2017	0
"DNA metabolic process"	GO:0006259	3	g19818	0
"DNA metabolic process"	GO:0006259	3	g120939	0
"DNA metabolic process"	GO:0006259	3	g142012	0
"DNA metabolic process"	GO:0006259	3	g2015	0
"DNA metabolic process"	GO:0006259	3	g29265	0
"DNA metabolic process"	GO:0006259	3	g66522	0
"DNA metabolic process"	GO:0006259	3	g59380	0
"DNA metabolic process"	GO:0006259	3	g59371	0
"DNA metabolic process"	GO:0006259	3	g99167	0
"DNA metabolic process"	GO:0006259	3	g10572	0
"DNA metabolic process"	GO:0006259	3	g57535	0
"DNA metabolic process"	GO:0006259	3	g65198	0
"DNA metabolic process"	GO:0006259	3	g57288	0
"DNA metabolic process"	GO:0006259	3	g28726	0
"DNA metabolic process"	GO:0006259	3	g100118	0
"DNA metabolic process"	GO:0006259	3	g5906	0
"DNA metabolic process"	GO:0006259	3	g91149	0
"DNA metabolic process"	GO:0006259	3	g83780	0
"DNA metabolic process"	GO:0006259	3	g62647	0
"DNA metabolic process"	GO:0006259	3	g144608	0
"DNA metabolic process"	GO:0006259	3	g19191	0
"DNA metabolic process"	GO:0006259	3	g3011	0
"DNA metabolic process"	GO:0006259	3	g29392	0
"DNA metabolic process"	GO:0006259	3	g62605	0
"DNA metabolic process"	GO:0006259	3	g1721	0
"DNA metabolic process"	GO:0006259	3	g88931	0
"DNA metabolic process"	GO:0006259	3	g55343	0
"DNA metabolic process"	GO:0006259	3	g74504	0
"DNA metabolic process"	GO:0006259	3	g29808	0
"DNA metabolic process"	GO:0006259	3	g1444	0
"DNA metabolic process"	GO:0006259	3	g87985	0
"DNA metabolic process"	GO:0006259	3	g95934	0
"DNA metabolic process"	GO:0006259	3	g55609	0
"DNA metabolic process"	GO:0006259	3	g1425	0
"DNA metabolic process"	GO:0006259	3	g3009	0
"DNA metabolic process"	GO:0006259	3	g144128	0
"DNA metabolic process"	GO:0006259	3	g126417	0
"DNA metabolic process"	GO:0006259	3	g147154	0
"DNA metabolic process"	GO:0006259	3	g44590	0
"DNA metabolic process"	GO:0006259	3	g94613	0
"DNA metabolic process"	GO:0006259	3	g116387	0
"DNA metabolic process"	GO:0006259	3	g18665	0
"DNA metabolic process"	GO:0006259	3	g36925	0
"DNA metabolic process"	GO:0006259	3	g63541	0
"DNA metabolic process"	GO:0006259	3	g50882	0
"DNA metabolic process"	GO:0006259	3	g22563	0
"DNA metabolic process"	GO:0006259	3	g152891	0
"DNA metabolic process"	GO:0006259	3	g71277	0
"DNA metabolic process"	GO:0006259	3	g62347	0
"spliceosomal complex disassembly"	GO:0000390;GO:0032988	4	g93297	0.5598842799183
"spliceosomal complex disassembly"	GO:0000390;GO:0032988	4	g1377	0
"spliceosomal complex disassembly"	GO:0000390;GO:0032988	4	g132924	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g66718	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g30952	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g14517	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g103286	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g143660	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g137566	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g102364	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g102356	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g71989	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g769	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g142537	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g45814	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g26418	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g45537	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g48505	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g93463	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g65099	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g84395	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g31039	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g9848	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g9847	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g57072	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g26700	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g59075	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g83015	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g58899	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g56938	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g110512	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g26465	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g146084	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g140897	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g140896	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g146085	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g49392	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g143886	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g99405	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g113035	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g8224	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g132987	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g84807	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g64792	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g133278	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g133395	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g64926	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g64793	0
"carbohydrate metabolic process"	GO:0000272;GO:0005976;GO:0016052;GO:0005975	2	g144539	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g85012	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g16365	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g85343	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g51623	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g16347	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g122309	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g95108	0
"cation homeostasis"	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0006885;GO:0030004;GO:0055067;GO:0055080;GO:0098771;GO:0050801;GO:0030003;GO:0006873	8	g48615	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g152120	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g2065	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g69226	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g36378	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g20821	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g62560	0
"protein depalmitoylation"	GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157	5	g62561	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g30357	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g79762	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g55705	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g70504	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g12190	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g119869	0
"macromolecule methylation"	GO:0043414;GO:0032259;GO:0001510	3	g30651	0
