id,sign
g5198,0
g9125,0
g3693,0
g9035,0
g8430,0
g6816,0
g9122,0
g5984,0
g6554,0
g1361,0
g4395,0
g2337,0
g8216,0
g1953,0
g2972,0
g9217,0
g5072,0
g6216,0
g5093,0
g5392,0
g2797,0
g2727,0
g8494,0
g2616,0
g2007,0
g7059,0
g1533,0
g9014,0
g2708,0
g3439,0
g4851,0
g3189,0
g9003,0
g4390,0
g1699,0
g3683,0
g126,0
g3126,0
g9037,0
g247,0
g1649,0
g775,0
g4545,0
g241,0
g6491,0
g9170,0
g2542,0
g9120,0
g3287,0
g7348,0
g8508,0
g4381,0
g7258,0
g4235,0
g9067,0
g6924,0
g6215,0
g1351,0
g3175,0
g3978,0
g6848,0
g3931,0
g8370,0
g8188,0
g9016,0
g9173,0
g1532,0
g6606,0
g3083,0
g9036,0
g4671,0
g7628,0
g4038,0
g6574,0
g747,0
g246,0
g9022,0
g2623,0
g7951,0
g4739,0
g8358,0
g299,0
g5894,0
g9027,0
g4546,0
g2636,0
g301,0
g1240,0
g4691,0
g4229,0
g9118,0
g128,0
g2614,0
g9179,0
g1239,0
g6214,0
g8568,0
g3973,0
g2361,0
g5998,0
g2005,0
g6709,0
g2635,0
g7662,0
g4384,0
g8733,0
g3793,0
g7875,0
g3784,0
g627,0
g2617,0
g6887,0
g7832,0
g5369,0
g3071,0
g728,0
g4385,0
g7955,0
g6339,0
g5091,0
g2821,0
g3072,0
g1498,0
g2006,0
g2244,0
g2203,0
g8115,0
g7343,0
g4389,0
g3230,0
g5856,0
g6633,0
g58,0
g763,0
g3478,0
g7956,0
g2841,0
g4066,0
g3730,0
g738,0
g6881,0
g3715,0
g4387,0
g5757,0
g4492,0
g5539,0
g9013,0
g5900,0
g724,0
g7724,0
g5892,0
g4105,0
g1162,0
g1479,0
g2980,0
g4554,0
g5534,0
g7686,0
g7483,0
g6569,0
g5291,0
g1963,0
g6693,0
g6861,0
g3280,0
g6852,0
g4968,0
g4100,0
g7949,0
g2739,0
g868,0
g4743,0
g4359,0
g122,0
g6684,0
g7329,0
g1960,0
g5390,0
g4167,0
g8399,0
g4339,0
g3290,0
g2237,0
g221,0
g7007,0
g8913,0
g999,0
g7266,0
g7366,0
g7557,0
g8084,0
g761,0
g5726,0
g3341,0
g8083,0
g8089,0
g3107,0
g1107,0
g3403,0
g8400,0
g7805,0
g2416,0
g3208,0
g3021,0
g1578,0
g2843,0
g229,0
g623,0
g5018,0
g1906,0
g963,0
g5928,0
g1245,0
g8821,0
g872,0
g5269,0
g6454,0
g7278,0
g8088,0
g4340,0
g5471,0
g4503,0
g6051,0
g4349,0
g2076,0
g5458,0
g7732,0
g8065,0
g2977,0
g8949,0
g3630,0
g7591,0
g5637,0
g485,0
g6710,0
g2830,0
g7803,0
g3385,0
g7293,0
g4865,0
g1666,0
g1380,0
g6035,0
g2684,0
g1714,0
g5338,0
g6050,0
g7654,0
g9174,0
g2267,0
g3210,0
g2333,0
g860,0
g4600,0
g5618,0
g3539,0
g762,0
g306,0
g8856,0
g2368,0
g633,0
g3885,0
g2046,0
g6514,0
g5265,0
g6609,0
g1476,0
g8090,0
g858,0
g6256,0
g5263,0
g2683,0
g2613,0
g2558,0
g3388,0
g4680,0
g1799,0
g8850,0
g6379,0
g8648,0
g2249,0
g1630,0
g3389,0
g7314,0
g6438,0
g871,0
g575,0
g8251,0
g8112,0
g8020,0
g5543,0
g16,0
g3550,0
g143,0
g3862,0
g155,0
g7767,0
g348,0
g4280,0
g142,0
g7883,0
g3481,0
g3934,0
g543,0
g2073,0
g2245,0
g66,0
g4734,0
g2463,0
g8063,0
g4990,0
g5368,0
g4009,0
g5217,0
g1800,0
g206,0
g7297,0
g1036,0
g7112,0
g3933,0
g8403,0
g6380,0
g8204,0
g8524,0
g1773,0
g4138,0
g5653,0
g8884,0
g2051,0
g1775,0
g4202,0
g8252,0
g6799,0
g7194,0
g864,0
g1148,0
g6069,0
g1272,0
g8151,0
g3949,0
g7407,0
g6546,0
g8690,0
g5160,0
g82,0
g5443,0
g1774,0
g9167,0
g3706,0
g9043,0
g7811,0
g3143,0
g2481,0
g8284,0
g1680,0
g6544,0
g8785,0
g7145,0
g6589,0
g263,0
g2550,0
g3424,0
g7289,0
g3219,0
g5008,0
g8209,0
g5341,0
g7272,0
g9010,0
g788,0
g7383,0
g3601,0
g5346,0
g8651,0
g3432,0
g4194,0
g2609,0
g1975,0
g5294,0
g106,0
g3025,0
g2304,0
g305,0
g4808,0
g7558,0
g5782,0
g3932,0
g7280,0
g6901,0
g6791,0
g1777,0
g6962,0
g2897,0
g6293,0
g4912,0
g27,0
g5007,0
g146,0
g6171,0
g1669,0
g7621,0
g3705,0
g1613,0
g555,0
g1755,0
g6560,0
g2322,0
g6190,0
g3256,0
g2138,0
g3983,0
g8230,0
g8883,0
g832,0
g8014,0
g6006,0
g8650,0
g1896,0
g3711,0
g261,0
g7485,0
g6425,0
g297,0
g643,0
g8940,0
g7056,0
g3734,0
g7950,0
g1352,0
g6408,0
g5197,0
g6987,0
g7897,0
g7898,0
g546,0
g8600,0
g906,0
g2349,0
g4341,0
g843,0
g8086,0
g1936,0
g2165,0
g590,0
g1805,0
g831,0
g2316,0
g422,0
g8833,0
g6796,0
g898,0
g1754,0
g1752,0
g3592,0
g7163,0
g5934,0
g4919,0
g7387,0
g1940,0
g9194,0
g8469,0
g6015,0
g5191,0
g4714,0
g767,0
g7524,0
g1768,0
g7386,0
g8338,0
g5926,0
g1120,0
g9192,0
g6680,0
g1731,0
g6138,0
g7037,0
g7595,0
g8040,0
g3881,0
g4753,0
g9196,0
g8107,0
g6329,0
g755,0
g9034,0
g2813,0
g458,0
g2769,0
g8629,0
g8103,0
g454,0
g7593,0
g4394,0
g6588,0
g7035,0
g4330,0
g8329,0
g1977,0
g460,0
g3524,0
g4175,0
g5256,0
g285,0
g8534,0
g8530,0
g2669,0
g6040,0
g6312,0
g977,0
g5364,0
g4911,0
g8573,0
g459,0
g6320,0
g5635,0
g1445,0
g5829,0
g1251,0
g4749,0
g3101,0
g1477,0
g2275,0
g6304,0
g3642,0
g5376,0
g9206,0
g4925,0
g2282,0
g152,0
g4407,0
g6735,0
g2276,0
g5878,0
g5756,0
g1743,0
g1790,0
g1612,0
g9093,0
g5247,0
g38,0
g6732,0
g6327,0
g421,0
g6193,0
g2908,0
g507,0
g1254,0
g3812,0
g978,0
g842,0
g7143,0
g1285,0
g5229,0
g4198,0
g7008,0
g3839,0
g7370,0
g802,0
g2937,0
g9050,0
g4677,0
g1213,0
g5550,0
g7506,0
g288,0
g2097,0
g269,0
g7916,0
g741,0
g6883,0
g6509,0
g289,0
g2137,0
g9052,0
g1202,0
g8080,0
g2217,0
g200,0
g8217,0
g4236,0
g2795,0
g1992,0
g4766,0
g3678,0
g3415,0
g3736,0
g1246,0
g345,0
g5109,0
g8295,0
g1473,0
g7615,0
g5725,0
g354,0
g3528,0
g4107,0
g3161,0
g1616,0
g4802,0
g1765,0
g5788,0
g1426,0
g7131,0
g1300,0
g6827,0
g214,0
g1958,0
g3246,0
g2464,0
g3244,0
g5778,0
g7273,0
g2472,0
g5868,0
g3805,0
g5133,0
g7718,0
g2113,0
g7276,0
g8922,0
g5278,0
g204,0
g4678,0
g8116,0
g9231,0
g3032,0
g400,0
g4288,0
g7869,0
g3423,0
g5486,0
g112,0
g6143,0
g1460,0
