name	term	lev	seq	value
"aldo-keto reductase (NADP) activity"	GO:0004033	3	g124349	0
"aldo-keto reductase (NADP) activity"	GO:0004033	3	g28545	0
"aldo-keto reductase (NADP) activity"	GO:0004033	3	g28664	0
"phospholipase C activity"	GO:0004629	6	g44963	0
"phospholipase C activity"	GO:0004629	6	g44868	0
"phospholipase C activity"	GO:0004629	6	g21029	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g131311	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g78878	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g124349	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g117805	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g23299	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g33328	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g36163	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g36088	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g53150	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g99544	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g104721	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g13602	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g13605	0.456097500516599
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g161408	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g28545	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g68107	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g77414	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g107301	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g60917	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g132116	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g28664	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g8175	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g11978	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g60089	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g98260	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g116918	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g111810	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g135862	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g134395	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g128394	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g128179	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g120620	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g92969	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g138137	0
"oxidoreductase activity, acting on CH-OH group of donors"	GO:0016616;GO:0016614	2	g71678	0
